role,source,target,key,sentiment,reason,industry,status,time,Dataset,Topic_Key,Industry,Is_Member_Target,Sentiment_Label,Meeting_Num,Dataset_Label
part_of,Meeting_8,low_volume_crane_Travel_Haacklee_Assembly_Co_Discussion,0,,,,,,filah,unknown,unknown,False,Not Rated,,FILAH (Fishing Lobby)
part_of,Meeting_8,low_volume_crane_Meeting_8_Report_Discussion,0,,,,,,filah,unknown,unknown,False,Not Rated,,FILAH (Fishing Lobby)
part_of,Meeting_8,low_volume_crane_Meeting_8_Report,0,,,,,,filah,unknown,unknown,False,Not Rated,,FILAH (Fishing Lobby)
part_of,Meeting_8,low_volume_crane_Travel_Harbor_Builders,0,,,,,,filah,unknown,unknown,False,Not Rated,,FILAH (Fishing Lobby)
part_of,Meeting_8,low_volume_crane_Travel_Haacklee_Assembly_Co,0,,,,,,filah,unknown,unknown,False,Not Rated,,FILAH (Fishing Lobby)
part_of,Meeting_8,affordable_housing_Meeting_8_Gather_Feedback_Discussion,0,,,,,,filah,unknown,unknown,False,Not Rated,,FILAH (Fishing Lobby)
part_of,Meeting_8,affordable_housing_Meeting_8_Feedback,0,,,,,,filah,unknown,unknown,False,Not Rated,,FILAH (Fishing Lobby)
part_of,Meeting_8,renaming_park_himark_Travel_Himark_City_Hall_Completed_Discussion,0,,,,,,filah,unknown,unknown,False,Not Rated,,FILAH (Fishing Lobby)
part_of,Meeting_8,name_inspection_office_Meeting_8_Importance_Discussion,0,,,,,,filah,unknown,unknown,False,Not Rated,,FILAH (Fishing Lobby)
part_of,Meeting_8,name_inspection_office_Meeting_8_Proposal_Discussion,0,,,,,,filah,unknown,unknown,False,Not Rated,,FILAH (Fishing Lobby)
part_of,Meeting_8,name_inspection_office_Meeting_8_Importance,0,,,,,,filah,unknown,unknown,False,Not Rated,,FILAH (Fishing Lobby)
part_of,Meeting_8,name_inspection_office_Travel_Lomark_Civic_Plaza,0,,,,,,filah,unknown,unknown,False,Not Rated,,FILAH (Fishing Lobby)
part_of,Meeting_8,heritage_walking_tour_Travel_Captain_Market_Discussion,0,,,,,,filah,unknown,unknown,False,Not Rated,,FILAH (Fishing Lobby)
part_of,Meeting_8,heritage_walking_tour_Meeting_8_Proposal_Discussion,0,,,,,,filah,unknown,unknown,False,Not Rated,,FILAH (Fishing Lobby)
part_of,Meeting_8,heritage_walking_tour_Travel_Captain_Market,0,,,,,,filah,unknown,unknown,False,Not Rated,,FILAH (Fishing Lobby)
part_of,Meeting_8,heritage_walking_tour_Meeting_8_Proposal,0,,,,,,filah,unknown,unknown,False,Not Rated,,FILAH (Fishing Lobby)
part_of,Meeting_9,expanding_tourist_wharf_Travel_Harbor_Route_Solutions_Completed_Discussion_Tourist,0,,,,,,filah,unknown,unknown,False,Not Rated,,FILAH (Fishing Lobby)
part_of,Meeting_9,expanding_tourist_wharf_Meeting_9_Start_Report_Discussion,0,,,,,,filah,unknown,unknown,False,Not Rated,,FILAH (Fishing Lobby)
part_of,Meeting_9,expanding_tourist_wharf_Meeting_9_Report,0,,,,,,filah,unknown,unknown,False,Not Rated,,FILAH (Fishing Lobby)
part_of,Meeting_9,statue_john_smoth_Travel_The_Bait_Stich_Discussion,0,,,,,,filah,unknown,unknown,False,Not Rated,,FILAH (Fishing Lobby)
part_of,Meeting_9,statue_john_smoth_Travel_The_Bait_Stich,0,,,,,,filah,unknown,unknown,False,Not Rated,,FILAH (Fishing Lobby)
part_of,Meeting_9,low_volume_crane_Travel_Harbor_Builders_Completed_Discussion,0,,,,,,filah,unknown,unknown,False,Not Rated,,FILAH (Fishing Lobby)
part_of,Meeting_9,low_volume_crane_Travel_Haacklee_Assembly_Co_Completed_Discussion,0,,,,,,filah,unknown,unknown,False,Not Rated,,FILAH (Fishing Lobby)
part_of,Meeting_9,affordable_housing_Meeting_9_Invite_Developers_Discussion,0,,,,,,filah,unknown,unknown,False,Not Rated,,FILAH (Fishing Lobby)
part_of,Meeting_9,affordable_housing_Meeting_9_Invite_Developers,0,,,,,,filah,unknown,unknown,False,Not Rated,,FILAH (Fishing Lobby)
part_of,Meeting_9,name_inspection_office_Travel_Lomark_Civic_Plaza_Completed_Discussion,0,,,,,,filah,unknown,unknown,False,Not Rated,,FILAH (Fishing Lobby)
part_of,Meeting_9,heritage_walking_tour_Travel_Captain_Market_Completed_Discussion,0,,,,,,filah,unknown,unknown,False,Not Rated,,FILAH (Fishing Lobby)
part_of,Meeting_9,heritage_walking_tour_Meeting_9_Report_Discussion,0,,,,,,filah,unknown,unknown,False,Not Rated,,FILAH (Fishing Lobby)
part_of,Meeting_9,heritage_walking_tour_Meeting_9_Take_Action_Discussion,0,,,,,,filah,unknown,unknown,False,Not Rated,,FILAH (Fishing Lobby)
part_of,Meeting_9,heritage_walking_tour_Meeting_9_Report,0,,,,,,filah,unknown,unknown,False,Not Rated,,FILAH (Fishing Lobby)
part_of,Meeting_9,heritage_walking_tour_Meeting_9_Take_Action,0,,,,,,filah,unknown,unknown,False,Not Rated,,FILAH (Fishing Lobby)
part_of,Meeting_9,waterfront_market_Travel_Harbor_Edge_Grill_Completed_Discussion,0,,,,,,filah,unknown,unknown,False,Not Rated,,FILAH (Fishing Lobby)
part_of,Meeting_10,name_harbor_area_Meeting_10_Historical_Significance_Discussion,0,,,,,,filah,unknown,unknown,False,Not Rated,,FILAH (Fishing Lobby)
part_of,Meeting_10,name_harbor_area_Meeting_10_Historical_Significance,0,,,,,,filah,unknown,unknown,False,Not Rated,,FILAH (Fishing Lobby)
part_of,Meeting_10,marine_life_deck_Meeting_10_Initial_Ideas_Discussion,0,,,,,,filah,unknown,unknown,False,Not Rated,,FILAH (Fishing Lobby)
part_of,Meeting_10,marine_life_deck_Meeting_10_Initial_Ideas,0,,,,,,filah,unknown,unknown,False,Not Rated,,FILAH (Fishing Lobby)
part_of,Meeting_11,marine_life_deck_Travel_Tropics_Environmental_Hub_Discussion,0,,,,,,filah,unknown,unknown,False,Not Rated,,FILAH (Fishing Lobby)
part_of,Meeting_11,marine_life_deck_Meeting_11_Feedback_Discussion,0,,,,,,filah,unknown,unknown,False,Not Rated,,FILAH (Fishing Lobby)
part_of,Meeting_11,marine_life_deck_Meeting_11_Feedback,0,,,,,,filah,unknown,unknown,False,Not Rated,,FILAH (Fishing Lobby)
part_of,Meeting_11,marine_life_deck_Travel_Tropics_Environmental_Hub,0,,,,,,filah,unknown,unknown,False,Not Rated,,FILAH (Fishing Lobby)
part_of,Meeting_12,marine_life_deck_Travel_Tropics_Environmental_Hub_Completed_Discussion,0,,,,,,filah,unknown,unknown,False,Not Rated,,FILAH (Fishing Lobby)
part_of,Meeting_12,marine_life_deck_Meeting_12_Detailed_Proposal_Discussion,0,,,,,,filah,unknown,unknown,False,Not Rated,,FILAH (Fishing Lobby)
part_of,Meeting_12,marine_life_deck_Meeting_12_Detailed_Proposal,0,,,,,,filah,unknown,unknown,False,Not Rated,,FILAH (Fishing Lobby)
about,expanding_tourist_wharf_Meeting_7_Initial_Views_Discussion,expanding_tourist_wharf,0,,,,,,filah,expanding_tourist_wharf,tourism,False,Not Rated,7.0,FILAH (Fishing Lobby)
participant,expanding_tourist_wharf_Meeting_7_Initial_Views_Discussion,Tours Central Ticketing,0,1.0,More tourism so more tickets sold.,,,,filah,expanding_tourist_wharf,tourism,False,Pro,7.0,FILAH (Fishing Lobby)
participant,expanding_tourist_wharf_Meeting_7_Initial_Views_Discussion,Paackland Container Inc.,0,-0.5,Tourism is a competitor for the same resources.,,,,filah,expanding_tourist_wharf,tourism,False,Against,7.0,FILAH (Fishing Lobby)
participant,expanding_tourist_wharf_Meeting_7_Initial_Views_Discussion,Seal,0,0.1,"Seems like headache, but if other people are willing to do the work.",,,,filah,expanding_tourist_wharf,tourism,True,Neutral,7.0,FILAH (Fishing Lobby)
about,expanding_tourist_wharf_Travel_Harbor_Route_Solutions_Discussion_Tourist,expanding_tourist_wharf_Travel_Harbor_Route_Solutions,0,,,,introduced,,filah,expanding_tourist_wharf,tourism,False,Not Rated,8.0,FILAH (Fishing Lobby)
about,expanding_tourist_wharf_Travel_Harbor_Route_Solutions_Discussion_Tourist,expanding_tourist_wharf,0,,,,,,filah,expanding_tourist_wharf,tourism,False,Not Rated,8.0,FILAH (Fishing Lobby)
participant,expanding_tourist_wharf_Travel_Harbor_Route_Solutions_Discussion_Tourist,Simone Kat,0,0.5,Supports tourism growth,,,,filah,expanding_tourist_wharf,tourism,True,Pro,8.0,FILAH (Fishing Lobby)
refers_to,expanding_tourist_wharf_Travel_Harbor_Route_Solutions_Discussion_Tourist,35889363,0,,,,,,filah,expanding_tourist_wharf,tourism,False,Not Rated,8.0,FILAH (Fishing Lobby)
plan,expanding_tourist_wharf_Travel_Harbor_Route_Solutions,expanding_tourist_wharf,0,,,,,,filah,expanding_tourist_wharf,tourism,False,Not Rated,8.0,FILAH (Fishing Lobby)
travel,expanding_tourist_wharf_Travel_Harbor_Route_Solutions,35889363,0,,,,,,filah,expanding_tourist_wharf,tourism,False,Not Rated,8.0,FILAH (Fishing Lobby)
participant,expanding_tourist_wharf_Travel_Harbor_Route_Solutions,Simone Kat,0,0.5,Supports tourism growth,,,,filah,expanding_tourist_wharf,tourism,True,Pro,8.0,FILAH (Fishing Lobby)
about,expanding_tourist_wharf_Meeting_8_Expand_Ideas_Discussion,expanding_tourist_wharf,0,,,,,,filah,expanding_tourist_wharf,tourism,False,Not Rated,8.0,FILAH (Fishing Lobby)
participant,expanding_tourist_wharf_Meeting_8_Expand_Ideas_Discussion,Tours Central Ticketing,0,1.0,More tourism so more tickets sold.,,,,filah,expanding_tourist_wharf,tourism,False,Pro,8.0,FILAH (Fishing Lobby)
participant,expanding_tourist_wharf_Meeting_8_Expand_Ideas_Discussion,Paackland Container Inc.,0,-0.5,Tourism is a competitor for the same resources.,,,,filah,expanding_tourist_wharf,tourism,False,Against,8.0,FILAH (Fishing Lobby)
participant,expanding_tourist_wharf_Meeting_8_Expand_Ideas_Discussion,Seal,0,0.1,"Seems like headache, but if other people are willing to do the work.",,,,filah,expanding_tourist_wharf,tourism,True,Neutral,8.0,FILAH (Fishing Lobby)
about,expanding_tourist_wharf_Travel_Harbor_Route_Solutions_Completed_Discussion_Tourist,expanding_tourist_wharf_Travel_Harbor_Route_Solutions,0,,,,completed,,filah,expanding_tourist_wharf,tourism,False,Not Rated,9.0,FILAH (Fishing Lobby)
about,expanding_tourist_wharf_Travel_Harbor_Route_Solutions_Completed_Discussion_Tourist,expanding_tourist_wharf,0,,,,,,filah,expanding_tourist_wharf,tourism,False,Not Rated,9.0,FILAH (Fishing Lobby)
participant,expanding_tourist_wharf_Travel_Harbor_Route_Solutions_Completed_Discussion_Tourist,Simone Kat,0,0.5,Supports tourism growth,,,,filah,expanding_tourist_wharf,tourism,True,Pro,9.0,FILAH (Fishing Lobby)
refers_to,expanding_tourist_wharf_Travel_Harbor_Route_Solutions_Completed_Discussion_Tourist,35889363,0,,,,,,filah,expanding_tourist_wharf,tourism,False,Not Rated,9.0,FILAH (Fishing Lobby)
about,expanding_tourist_wharf_Meeting_9_Start_Report_Discussion,expanding_tourist_wharf_Meeting_9_Report,0,,,,planned,,filah,expanding_tourist_wharf,tourism,False,Not Rated,9.0,FILAH (Fishing Lobby)
about,expanding_tourist_wharf_Meeting_9_Start_Report_Discussion,expanding_tourist_wharf,0,,,,,,filah,expanding_tourist_wharf,tourism,False,Not Rated,9.0,FILAH (Fishing Lobby)
participant,expanding_tourist_wharf_Meeting_9_Start_Report_Discussion,Seal,0,0.1,"Seems like headache, but if other people are willing to do the work.",,,,filah,expanding_tourist_wharf,tourism,True,Neutral,9.0,FILAH (Fishing Lobby)
plan,expanding_tourist_wharf_Meeting_9_Report,expanding_tourist_wharf,0,,,,,,filah,expanding_tourist_wharf,tourism,False,Not Rated,9.0,FILAH (Fishing Lobby)
participant,expanding_tourist_wharf_Meeting_9_Report,Seal,0,0.1,"Seems like headache, but if other people are willing to do the work.",,,,filah,expanding_tourist_wharf,tourism,True,Neutral,9.0,FILAH (Fishing Lobby)
about,statue_john_smoth_Meeting_8_Proposal_Discussion,statue_john_smoth_Meeting_8_Proposal,0,,,,introduced,,filah,statue_john_smoth,neutral,False,Not Rated,8.0,FILAH (Fishing Lobby)
about,statue_john_smoth_Meeting_8_Proposal_Discussion,statue_john_smoth,0,,,,,,filah,statue_john_smoth,neutral,False,Not Rated,8.0,FILAH (Fishing Lobby)
participant,statue_john_smoth_Meeting_8_Proposal_Discussion,Daughters of Port Grove,0,1.0,Historical recognition aligns with tourism interests.,,,,filah,statue_john_smoth,neutral,False,Pro,8.0,FILAH (Fishing Lobby)
plan,statue_john_smoth_Meeting_8_Proposal,statue_john_smoth,0,,,,,,filah,statue_john_smoth,neutral,False,Not Rated,8.0,FILAH (Fishing Lobby)
participant,statue_john_smoth_Meeting_8_Proposal,Daughters of Port Grove,0,1.0,Historical recognition aligns with tourism interests.,,,,filah,statue_john_smoth,neutral,False,Pro,8.0,FILAH (Fishing Lobby)
about,statue_john_smoth_Travel_The_Bait_Stich_Discussion,statue_john_smoth_Travel_The_Bait_Stich,0,,,,introduced,,filah,statue_john_smoth,neutral,False,Not Rated,9.0,FILAH (Fishing Lobby)
about,statue_john_smoth_Travel_The_Bait_Stich_Discussion,statue_john_smoth,0,,,,,,filah,statue_john_smoth,neutral,False,Not Rated,9.0,FILAH (Fishing Lobby)
participant,statue_john_smoth_Travel_The_Bait_Stich_Discussion,Seal,0,0.2,Appreciates historical recognition but sees limited practical benefit.,,,,filah,statue_john_smoth,neutral,True,Neutral,9.0,FILAH (Fishing Lobby)
refers_to,statue_john_smoth_Travel_The_Bait_Stich_Discussion,2519420987,0,,,,,,filah,statue_john_smoth,neutral,False,Not Rated,9.0,FILAH (Fishing Lobby)
plan,statue_john_smoth_Travel_The_Bait_Stich,statue_john_smoth,0,,,,,,filah,statue_john_smoth,neutral,False,Not Rated,9.0,FILAH (Fishing Lobby)
travel,statue_john_smoth_Travel_The_Bait_Stich,2519420987,0,,,,,,filah,statue_john_smoth,neutral,False,Not Rated,9.0,FILAH (Fishing Lobby)
participant,statue_john_smoth_Travel_The_Bait_Stich,Seal,0,0.2,Appreciates historical recognition but sees limited practical benefit.,,,,filah,statue_john_smoth,neutral,True,Neutral,9.0,FILAH (Fishing Lobby)
about,deep_fishing_dock_Meeting_2_Importance_Discussion,deep_fishing_dock,0,,,,,,filah,deep_fishing_dock,fishing,False,Not Rated,2.0,FILAH (Fishing Lobby)
participant,deep_fishing_dock_Meeting_2_Importance_Discussion,High Seas Fishing Inc.,0,,,,,,filah,deep_fishing_dock,fishing,False,Not Rated,2.0,FILAH (Fishing Lobby)
participant,deep_fishing_dock_Meeting_2_Importance_Discussion,Tours Central Ticketing,0,,,,,,filah,deep_fishing_dock,fishing,False,Not Rated,2.0,FILAH (Fishing Lobby)
about,deep_fishing_dock_Travel_High_Seas_Fishing_Inc_Discussion,deep_fishing_dock_Travel_High_Seas_Fishing_Inc,0,,,,planned,,filah,deep_fishing_dock,fishing,False,Not Rated,3.0,FILAH (Fishing Lobby)
about,deep_fishing_dock_Travel_High_Seas_Fishing_Inc_Discussion,deep_fishing_dock,0,,,,,,filah,deep_fishing_dock,fishing,False,Not Rated,3.0,FILAH (Fishing Lobby)
participant,deep_fishing_dock_Travel_High_Seas_Fishing_Inc_Discussion,Simone Kat,0,,,,,,filah,deep_fishing_dock,fishing,True,Not Rated,3.0,FILAH (Fishing Lobby)
refers_to,deep_fishing_dock_Travel_High_Seas_Fishing_Inc_Discussion,3753651731,0,,,,,,filah,deep_fishing_dock,fishing,False,Not Rated,3.0,FILAH (Fishing Lobby)
plan,deep_fishing_dock_Travel_High_Seas_Fishing_Inc,deep_fishing_dock,0,,,,,,filah,deep_fishing_dock,fishing,False,Not Rated,3.0,FILAH (Fishing Lobby)
travel,deep_fishing_dock_Travel_High_Seas_Fishing_Inc,3753651731,0,,,,,,filah,deep_fishing_dock,fishing,False,Not Rated,3.0,FILAH (Fishing Lobby)
participant,deep_fishing_dock_Travel_High_Seas_Fishing_Inc,Simone Kat,0,,,,,,filah,deep_fishing_dock,fishing,True,Not Rated,3.0,FILAH (Fishing Lobby)
about,deep_fishing_dock_Meeting_3_Maintenance_Plan_Discussion,deep_fishing_dock_Meeting_3_Maintenance_Plan,0,,,,planned,,filah,deep_fishing_dock,fishing,False,Not Rated,3.0,FILAH (Fishing Lobby)
about,deep_fishing_dock_Meeting_3_Maintenance_Plan_Discussion,deep_fishing_dock,0,,,,,,filah,deep_fishing_dock,fishing,False,Not Rated,3.0,FILAH (Fishing Lobby)
participant,deep_fishing_dock_Meeting_3_Maintenance_Plan_Discussion,Industrial Shipping,0,,,,,,filah,deep_fishing_dock,fishing,False,Not Rated,3.0,FILAH (Fishing Lobby)
plan,deep_fishing_dock_Meeting_3_Maintenance_Plan,deep_fishing_dock,0,,,,,,filah,deep_fishing_dock,fishing,False,Not Rated,3.0,FILAH (Fishing Lobby)
participant,deep_fishing_dock_Meeting_3_Maintenance_Plan,Industrial Shipping,0,,,,,,filah,deep_fishing_dock,fishing,False,Not Rated,3.0,FILAH (Fishing Lobby)
about,deep_fishing_dock_Travel_High_Seas_Fishing_Inc_Completed_Discussion,deep_fishing_dock_Travel_High_Seas_Fishing_Inc,0,,,,completed,,filah,deep_fishing_dock,fishing,False,Not Rated,4.0,FILAH (Fishing Lobby)
about,deep_fishing_dock_Travel_High_Seas_Fishing_Inc_Completed_Discussion,deep_fishing_dock,0,,,,,,filah,deep_fishing_dock,fishing,False,Not Rated,4.0,FILAH (Fishing Lobby)
participant,deep_fishing_dock_Travel_High_Seas_Fishing_Inc_Completed_Discussion,Simone Kat,0,,,,,,filah,deep_fishing_dock,fishing,True,Not Rated,4.0,FILAH (Fishing Lobby)
refers_to,deep_fishing_dock_Travel_High_Seas_Fishing_Inc_Completed_Discussion,3753651731,0,,,,,,filah,deep_fishing_dock,fishing,False,Not Rated,4.0,FILAH (Fishing Lobby)
about,deep_fishing_dock_Meeting_4_Findings_Report_Discussion,deep_fishing_dock_Meeting_4_Findings_Report,0,,,,planned,,filah,deep_fishing_dock,fishing,False,Not Rated,4.0,FILAH (Fishing Lobby)
about,deep_fishing_dock_Meeting_4_Findings_Report_Discussion,deep_fishing_dock,0,,,,,,filah,deep_fishing_dock,fishing,False,Not Rated,4.0,FILAH (Fishing Lobby)
participant,deep_fishing_dock_Meeting_4_Findings_Report_Discussion,Industrial Shipping,0,,,,,,filah,deep_fishing_dock,fishing,False,Not Rated,4.0,FILAH (Fishing Lobby)
