x,y,zone,city_name,id,name
-165.6099935111459,39.53272913251286,residential,Lomark,48493342,NA
-165.5652726113275,39.51894726186723,tourism,Lomark,48405727,NA
-165.56417333034597,39.51957685135543,tourism,Lomark,48455800,NA
-165.56575004850464,39.51867380731549,tourism,Lomark,48535239,NA
-165.5635808012621,39.51600636087725,tourism,Lomark,48405730,NA
-165.56327493064435,39.51675337742672,tourism,Lomark,2130143138,NA
-165.56388446260627,39.5154345177536,tourism,Lomark,48483894,NA
-165.5623351570804,39.51534324186637,tourism,Lomark,48405741,NA
-165.56254661175177,39.51564089210067,tourism,Lomark,48405759,NA
-165.56312867604206,39.51661045702472,tourism,Lomark,2130143238,NA
-165.56225362602487,39.517111625935804,tourism,Lomark,2130143147,NA
-165.56404756980842,39.522393027714834,tourism,Lomark,48413531,NA
-165.56403345584494,39.52246018161296,tourism,Lomark,48467649,NA
-165.56693315305637,39.52072680450974,tourism,Lomark,48477516,NA
-165.56279634038424,39.51805483478021,tourism,Lomark,48438361,NA
-165.5673939304246,39.51825229432246,tourism,Lomark,12162703848,NA
-165.60936044192152,39.53114642445161,residential,Lomark,48455774,NA
-165.60967792800858,39.53167372648509,residential,Lomark,2148550207,NA
-165.60880957488368,39.53030549475381,residential,Lomark,48501125,NA
-165.57198902462744,39.5292184309474,commercial,Lomark,48456927,NA
-165.57153546603948,39.528447644428816,commercial,Lomark,48501909,NA
-165.57107562096095,39.52266596938919,residential,Lomark,48461824,NA
-165.5724832805736,39.52237910735807,residential,Lomark,48461859,NA
-165.57148667676933,39.52370793893403,residential,Lomark,2135090557,NA
-165.57060727831077,39.521669776123765,tourism,Lomark,48476020,NA
-165.5727398260404,39.52297565714097,residential,Lomark,2437681162,NA
-165.57322441513637,39.522138390076016,residential,Lomark,48461863,NA
-165.57338206247636,39.52268384327858,residential,Lomark,48584202,NA
-165.5748165356517,39.52167482370036,residential,Lomark,48461899,NA
-165.57590844860275,39.52358567240899,residential,Lomark,48557904,NA
-165.57311384349853,39.51840707438141,residential,Lomark,48502737,NA
-165.5702959033855,39.522840858932916,tourism,Lomark,48461987,NA
-165.5705632872355,39.52279618134629,tourism,Lomark,2135090551,NA
-165.5695760343832,39.52297980924619,tourism,Lomark,3348139886,NA
-165.56920459870554,39.52202766378074,tourism,Lomark,3255255906,NA
-165.5787845885149,39.521882292866515,residential,Lomark,48462058,NA
-165.57881147908464,39.52186826869954,residential,Lomark,2859145791,NA
-165.5781668760572,39.52224978350532,residential,Lomark,48529135,NA
-165.57920779813384,39.522645313428775,residential,Lomark,48462078,NA
-165.58015166776758,39.524434943590144,residential,Lomark,48462085,NA
-165.57971291345507,39.52352639882887,residential,Lomark,2859146203,NA
-165.58426432554242,39.54900647581034,commercial,Lomark,48462096,NA
-165.5819101974714,39.55038260638376,commercial,Lomark,9931003404,NA
-165.58141814248316,39.55071034214402,commercial,Lomark,48462138,NA
-165.58301296122275,39.551493449229845,industrial,Lomark,48527016,NA
-165.58060645061613,39.55031745059026,commercial,Lomark,48476679,NA
-165.6174453298977,39.541057861199796,commercial,Lomark,48462883,NA
-165.6108503762996,39.53875166649437,commercial,Lomark,48563961,NA
-165.61740966292393,39.540568884189106,commercial,Lomark,48572314,NA
-165.57198142912722,39.49688727515508,residential,Lomark,48466622,NA
-165.57099466750682,39.49610875389363,residential,Lomark,48505228,NA
-165.57282806819612,39.49752949703808,residential,Lomark,48553163,NA
-165.57079706299345,39.49824749283662,residential,Lomark,4580482655,NA
-165.57085885394184,39.50040551789872,residential,Lomark,48466668,NA
-165.57059212147306,39.501287323710706,residential,Lomark,48466676,NA
-165.5720148064994,39.50019088645954,residential,Lomark,48553167,NA
-165.57010299127202,39.499826125351014,residential,Lomark,48513246,NA
-165.57174336018673,39.50108372765445,residential,Lomark,48553169,NA
-165.57031596227839,39.50219420195459,residential,Lomark,2314659542,NA
-165.57146937823342,39.50197537699095,residential,Lomark,48521573,NA
-165.56993312660205,39.50339511111225,residential,Lomark,48466696,NA
-165.56956644491507,39.50312899980015,residential,Lomark,48471045,NA
-165.5703943090623,39.5038585025649,residential,Lomark,48466705,NA
-165.57006816889833,39.504613411230544,residential,Lomark,48466751,NA
-165.5708536671989,39.50407653419638,residential,Lomark,48471019,NA
-165.56985724884657,39.505433086984574,residential,Lomark,48466767,NA
-165.57087617957532,39.50523532677614,residential,Lomark,48553191,NA
-165.569320516998,39.504050640152805,residential,Lomark,48524701,NA
-165.56962116969137,39.506201585893145,residential,Lomark,48533054,NA
-165.5690764522712,39.50485030764566,residential,Lomark,48502957,NA
-165.56912855267336,39.50779034818925,residential,Lomark,48466778,NA
-165.5689027835835,39.508587304654874,residential,Lomark,48466781,NA
-165.56992246283488,39.50836544092565,residential,Lomark,48508668,NA
-165.569233582158,39.511193464593,residential,Lomark,48510770,NA
-165.5685572915734,39.508336094939786,residential,Lomark,48544281,NA
-165.5696807899665,39.50916465123883,residential,Lomark,48544279,NA
-165.56835272465526,39.53828577464399,residential,Lomark,48466864,NA
-165.5694557935194,39.53872694596095,residential,Lomark,48475445,NA
-165.56709213605987,39.536054771149345,residential,Lomark,48466907,NA
-165.56760459974714,39.536683584292696,residential,Lomark,12628676007,NA
-165.56601496337026,39.53421185332244,residential,Lomark,12628578013,NA
-165.5663238253743,39.53651001800595,residential,Lomark,48523944,NA
-165.5676877402564,39.535716787878904,residential,Lomark,48520111,NA
-165.5830415100672,39.55098829727897,commercial,Lomark,48468209,NA
-165.58451969001777,39.55097018005606,commercial,Lomark,3148129999,NA
-165.593198881771,39.52944518114132,commercial,Lomark,48468254,NA
-165.5937597501666,39.53040123369886,commercial,Lomark,48523615,NA
-165.5928617569924,39.52964686389627,commercial,Lomark,48468257,NA
-165.59263795581836,39.52854862889203,commercial,Lomark,48498981,NA
-165.6019338472455,39.524256785145504,residential,Lomark,48468276,NA
-165.60149907955406,39.52351094541442,residential,Lomark,48539282,NA
-165.601891037158,39.5256066358989,residential,Lomark,48503122,NA
-165.60130584844302,39.52461785931249,residential,Lomark,48468282,NA
-165.60254762169237,39.523899073671835,residential,Lomark,4530782014,NA
-165.60067726355345,39.52500051834688,residential,Lomark,48468290,Waveside Townhomes
-165.6007577276772,39.5236972862974,residential,Lomark,48498918,NA
-165.60004671571284,39.52536017745036,residential,Lomark,48468297,NA
-165.6001328434918,39.52407815513943,residential,Lomark,48498924,NA
-165.6012384241343,39.5260054769841,residential,Lomark,48510629,NA
-165.5993742517963,39.5257634357806,residential,Lomark,48468304,NA
-165.60060448680545,39.52635046532175,residential,Lomark,48523631,NA
-165.59950430834448,39.524449700329974,residential,Lomark,48498926,NA
-165.5999582033242,39.52668606949613,residential,Lomark,48523635,NA
-165.59883869058035,39.52485281654405,residential,Lomark,48498935,NA
-165.59816569405683,39.52651535237204,residential,Lomark,48468315,NA
-165.5976197390587,39.52558533057658,residential,Lomark,48498944,NA
-165.59755133307652,39.52691404793993,residential,Lomark,48468328,NA
-165.59700476557373,39.52594396525536,residential,Lomark,48498948,NA
-165.5963620635082,39.52633177262371,residential,Lomark,48498952,NA
-165.60426393897174,39.52285042240164,residential,Lomark,48468354,NA
-165.60504483792593,39.52241157906585,residential,Lomark,48468365,NA
-165.60469862317203,39.52388671752178,residential,Lomark,48523744,NA
-165.6038237893306,39.521870860860254,residential,Lomark,48498907,NA
-165.60559870010374,39.523356896498235,residential,Lomark,6635803184,NA
-165.6063446784018,39.5216495688118,residential,Lomark,48468385,NA
-165.60449081978805,39.521478591502735,residential,Lomark,48498898,NA
-165.60681449622146,39.52137531714576,residential,Lomark,48468396,NA
-165.6073032821803,39.52328011926051,residential,Lomark,2141714795,NA
-165.60633120422492,39.52045923085286,residential,Lomark,6635806684,NA
-165.6077795529177,39.522755844375844,residential,Lomark,48468453,NA
-165.60905326639644,39.5224049808353,residential,Lomark,48550865,NA
-165.59502923671593,39.52836844890181,residential,Lomark,48468436,NA
-165.59447319204088,39.52744275127336,residential,Lomark,48498970,NA
-165.5966137831162,39.52994776377398,residential,Lomark,48564043,NA
-165.5768310564354,39.539336476050615,commercial,Lomark,48468511,NA
-165.57649784120667,39.539533130344644,commercial,Lomark,48468515,NA
-165.57705779700512,39.53966860223756,commercial,Lomark,48591003,NA
-165.5764102688019,39.53856305049022,government,Lomark,48591000,Port Authority Office
-165.57633937624925,39.53961746098711,commercial,Lomark,48468518,NA
-165.57597431537366,39.53862895700275,commercial,Lomark,48499077,NA
-165.57696625211432,39.540430441835476,commercial,Lomark,48523694,NA
-165.58549781857516,39.52969474841377,commercial,Lomark,48468954,NA
-165.58569180297633,39.52768453925251,commercial,Lomark,199420900,NA
-165.58569433289387,39.53131692119823,residential,Lomark,48468962,NA
-165.58575352285692,39.532729241221524,residential,Lomark,48468970,NA
-165.58478935660222,39.532370456281406,residential,Lomark,48520559,NA
-165.58624991110204,39.53284541088238,residential,Lomark,48499070,NA
-165.5857897324858,39.53398635813844,residential,Lomark,48468981,NA
-165.58534925499168,39.53381342873906,residential,Lomark,48588067,NA
-165.58620779548377,39.536206464491706,residential,Lomark,48469024,NA
-165.58545492888868,39.536586861297714,residential,Lomark,48520580,NA
-165.58733478942622,39.53680887525989,residential,Lomark,2831981919,NA
-165.57943020417974,39.512933932000244,residential,Lomark,48470522,NA
-165.5783239732204,39.51211688377368,residential,Lomark,48549578,NA
-165.57874081793244,39.513113479993855,residential,Lomark,48564143,NA
-165.58105662167395,39.51678276973448,residential,Lomark,48470619,NA
-165.5814867181112,39.516674518615964,residential,Lomark,48543188,NA
-165.58066382991663,39.51587863445403,residential,Lomark,2133988902,NA
-165.58035745152108,39.51698517150661,residential,Lomark,48543194,NA
-165.5700667005863,39.498305668039514,residential,Lomark,48470676,NA
-165.57495370315013,39.507308404776786,residential,Lomark,48470965,NA
-165.57432428764517,39.506824825143106,residential,Lomark,48470970,NA
-165.57471249867737,39.50809302637496,residential,Lomark,48523496,NA
-165.57542715985497,39.506829055844754,residential,Lomark,48523481,NA
-165.5742426495147,39.506772423753326,residential,Lomark,48470973,NA
-165.57472778606535,39.505553904907664,residential,Lomark,48495448,NA
-165.57344479242755,39.50616889474117,residential,Lomark,48470979,NA
-165.57399403882417,39.50754561740599,residential,Lomark,48495374,NA
-165.5725635577217,39.50550115145726,residential,Lomark,48470987,NA
-165.57383569347567,39.504873955217285,residential,Lomark,48541069,NA
-165.57167255103042,39.504831082598066,residential,Lomark,48471004,NA
-165.57296113889686,39.50420778225274,residential,Lomark,48541071,NA
-165.57114404012773,39.504411874862264,residential,Lomark,48471014,NA
-165.5720805362418,39.503537133712975,residential,Lomark,48512869,NA
-165.5711953027556,39.50287666433827,residential,Lomark,48541072,NA
-165.56887646839277,39.503691325407495,residential,Lomark,48505248,NA
-165.57454992410172,39.52435823894991,tourism,Lomark,48472144,NA
-165.57197511271826,39.52444773481384,tourism,Lomark,48472182,NA
-165.5725633658617,39.52548681914596,tourism,Lomark,48475941,NA
-165.5704527010166,39.525298640396535,tourism,Lomark,48472187,NA
-165.5928326342261,39.52464962178542,residential,Lomark,48475319,NA
-165.59357392749286,39.525912579386706,residential,Lomark,48564055,NA
-165.59225280531874,39.52366952865811,residential,Lomark,48513126,NA
-165.59346751212468,39.52424566256233,residential,Lomark,48475322,NA
-165.5929147918053,39.52329772288676,residential,Lomark,48549865,Lomark Daycare
-165.59404449384868,39.52518802422336,residential,Lomark,48480222,NA
-165.5940727853519,39.523859026544336,residential,Lomark,48475334,NA
-165.5935016293413,39.52299655531491,residential,Lomark,48534045,NA
-165.59435782035746,39.52439952165589,residential,Lomark,6635737529,NA
-165.5894096518859,39.52709284245871,commercial,Lomark,48475376,NA
-165.58986979951567,39.527903241532506,commercial,Lomark,48480049,NA
-165.58886613919256,39.52614305085934,commercial,Lomark,48508495,NA
-165.58828429520946,39.52776346751853,commercial,Lomark,48475387,NA
-165.58772601745264,39.52679310207899,commercial,Lomark,48550626,NA
-165.58754962509363,39.52821638155107,commercial,Lomark,48475398,NA
-165.58759750188852,39.52829970659236,commercial,Lomark,48475666,NA
-165.5868455822733,39.526998543615555,commercial,Lomark,48511169,NA
-165.5713259445477,39.537665342559826,residential,Lomark,48475409,NA
-165.57072086651104,39.53803731665773,residential,Lomark,48475424,NA
-165.5702752392697,39.5372844676345,residential,Lomark,48588199,NA
-165.5712737424637,39.53891992589798,residential,Lomark,48480109,NA
-165.57016224788612,39.538394360817314,residential,Lomark,48475432,NA
-165.57066762430367,39.53933129844945,residential,Lomark,48480127,Tidewater Flats
-165.56887670456882,39.5363029344764,residential,Lomark,48554024,NA
-165.57011074856814,39.53973156138202,residential,Lomark,48480151,NA
-165.5683150514538,39.536630322745005,residential,Lomark,48520121,NA
-165.57777336834656,39.533842808157324,commercial,Lomark,48475603,NA
-165.57831367264055,39.534771242646066,commercial,Lomark,48480298,NA
-165.5758540650898,39.533325677401486,commercial,Lomark,48478789,NA
-165.60034161246926,39.52014295361548,residential,Lomark,48475616,NA
-165.60089850599377,39.52109772149431,residential,Lomark,48480249,NA
-165.59850129663522,39.52127243308892,residential,Lomark,48475638,NA
-165.59800476657725,39.520464217801056,residential,Lomark,48510646,NA
-165.59959581643912,39.523136396999185,residential,Lomark,48510636,NA
-165.59719356711753,39.521992579121736,government,Lomark,48475647,Lomark Civic Plaza
-165.5977613862173,39.52295247065204,residential,Lomark,48480334,NA
-165.59672772551684,39.52120151780105,residential,Lomark,48550657,NA
-165.59597251662683,39.52276625763324,residential,Lomark,48475658,NA
-165.5955322568192,39.52200430527791,residential,Lomark,691146824,NA
-165.59656893406054,39.52378088293097,residential,Lomark,48480345,NA
-165.59532544109848,39.523135689941775,residential,Lomark,2141720805,NA
-165.58684624901773,39.5287360984508,commercial,Lomark,48475677,NA
-165.58912236265803,39.530943242919655,commercial,Lomark,48499039,NA
-165.5864364027186,39.52896302383741,commercial,Lomark,8742962146,NA
-165.588366281584,39.53138727208478,commercial,Lomark,48499040,NA
-165.58610700403074,39.529186688574136,commercial,Lomark,48475684,NA
-165.57161340438932,39.52602003761064,tourism,Lomark,48557221,NA
-165.5673932508104,39.51393791719614,tourism,Lomark,48475948,NA
-165.56747983547197,39.516098486229176,tourism,Lomark,48516805,NA
-165.56722486886434,39.51183127111049,tourism,Lomark,48510778,NA
-165.56786114205224,39.514949728599426,tourism,Lomark,48475954,NA
-165.56820244440888,39.515953681621916,tourism,Lomark,48475968,NA
-165.5684631706229,39.51475087267142,tourism,Lomark,48533010,NA
-165.56899325100898,39.51784299883224,tourism,Lomark,48475979,NA
-165.5696820094995,39.51765896353192,tourism,Lomark,48512153,NA
-165.56961652938736,39.519302148650816,tourism,Lomark,2134216562,NA
-165.56759511255802,39.51821235199913,tourism,Lomark,3348139878,NA
-165.56980622652017,39.51977771372291,tourism,Lomark,6553480041,NA
-165.57204466605762,39.52137660473145,tourism,Lomark,48497608,NA
-165.5999694681343,39.541316780719576,commercial,Lomark,48476642,NA
-165.598924011559,39.54189739681403,commercial,Lomark,2133919898,NA
-165.60004469728094,39.54127808142372,commercial,Lomark,2133919891,NA
-165.60029093012346,39.54189016921749,commercial,Lomark,48476649,NA
-165.6007454430104,39.54323740863038,commercial,Lomark,48476666,NA
-165.60096968449014,39.54150960626644,commercial,Lomark,2858407136,Mariner's Trading Post
-165.5993470571084,39.54239793319949,commercial,Lomark,48557294,NA
-165.60211501679868,39.543500580016406,commercial,Lomark,2858407135,NA
-165.57911659532456,39.54960214552933,commercial,Lomark,48487461,NA
-165.58070030913012,39.54984121830518,commercial,Lomark,48476691,NA
-165.58132558531702,39.55012222842968,commercial,Lomark,48502876,NA
-165.58107245838397,39.54959979972089,commercial,Lomark,48476702,NA
-165.58050985094656,39.548612535054566,commercial,Lomark,48502907,NA
-165.58313127105976,39.547081967878604,commercial,Lomark,48502913,NA
-165.58466022509157,39.50482099394413,residential,Lomark,48476755,NA
-165.58484926796874,39.507787625812206,residential,Lomark,48548274,NA
-165.58457304389924,39.508668791689566,residential,Lomark,48477423,NA
-165.58428524162653,39.50954590353067,residential,Lomark,48548275,NA
-165.58403591376,39.51034745499812,residential,Lomark,48548276,NA
-165.58380559530525,39.511086531732595,residential,Lomark,48521582,NA
-165.58358063069807,39.511846881603056,residential,Lomark,48541039,NA
-165.58270808649422,39.51326459071013,residential,Lomark,48557162,NA
-165.58336266897658,39.512628360827314,commercial,Lomark,48510072,NA
-165.60824579020493,39.52933519104568,residential,Lomark,48477175,NA
-165.6080282032115,39.529445919318,residential,Lomark,2148564410,NA
-165.6077043889853,39.52838325662601,residential,Lomark,48501118,NA
-165.60711519799756,39.5287631478999,residential,Lomark,48477179,NA
-165.6067602011139,39.529020875260876,residential,Lomark,48541825,NA
-165.60750573133708,39.529491571485956,residential,Lomark,2148559767,NA
-165.60554095182664,39.52589247354823,residential,Lomark,48542313,NA
-165.6020146723797,39.533093578384445,residential,Lomark,48477192,NA
-165.60146382552313,39.53215968364166,residential,Lomark,48510583,NA
-165.60256141994043,39.53401217293857,residential,Lomark,48510584,NA
-165.6014430865788,39.5334577627364,residential,Lomark,2132530844,NA
-165.60243667841738,39.53284531428282,residential,Lomark,7334236210,NA
-165.593552609395,39.53866885535812,residential,Lomark,48477201,NA
-165.5941380019576,39.5396699850189,commercial,Lomark,2143016541,NA
-165.59550039245562,39.5375817145812,residential,Lomark,48477208,NA
-165.5916094495874,39.53530380384411,residential,Lomark,48511180,NA
-165.59468203604916,39.53619627970654,residential,Lomark,48508527,NA
-165.60518184464598,39.53120508166598,residential,Lomark,48477221,NA
-165.6038815278216,39.53194646686021,residential,Lomark,2244171457,NA
-165.60571502406884,39.53212677551594,residential,Lomark,48503137,NA
-165.60462768246816,39.53025924461836,residential,Lomark,48503133,NA
-165.60329603054703,39.53229235583297,residential,Lomark,48477224,NA
-165.58717814064843,39.510634151617786,residential,Lomark,48477399,NA
-165.586288276262,39.509942061288605,residential,Lomark,48477405,NA
-165.58690251542836,39.511543954732794,government,Lomark,48534978,Lomark Post Office
-165.58772427590543,39.50888308563072,residential,Lomark,48534973,NA
-165.58543612168316,39.50931468626218,residential,Lomark,48477414,NA
-165.5860344969366,39.51086650260314,residential,Lomark,48548220,NA
-165.58518764709817,39.51022151565662,residential,Lomark,48555458,NA
-165.58570461754942,39.508436134744166,residential,Lomark,48558571,NA
-165.58021412574553,39.505335123981304,residential,Lomark,48477440,NA
-165.5793314391159,39.50465886589161,residential,Lomark,48477443,NA
-165.5799242318721,39.50622441306374,residential,Lomark,48555463,NA
-165.58046370847205,39.504434813944364,residential,Lomark,48567348,NA
-165.5784381919745,39.50397311645896,residential,Lomark,48477449,NA
-165.5795911536355,39.50376090463505,residential,Lomark,48567349,NA
-165.57906701671246,39.5055552728542,residential,Lomark,48555464,NA
-165.5775546281035,39.50331433894272,residential,Lomark,48477455,NA
-165.57870915912204,39.50309244532571,residential,Lomark,48497963,NA
-165.5781585432916,39.50486515073195,residential,Lomark,48497971,NA
-165.5778302636467,39.502426353707854,residential,Lomark,48567358,NA
-165.5766776701926,39.502654403284915,residential,Lomark,48477464,NA
-165.57729674826265,39.504209277956086,residential,Lomark,48555465,NA
-165.57695588708242,39.50177508907357,residential,Lomark,48523471,NA
-165.57580564215095,39.50198180641116,residential,Lomark,48477471,NA
-165.576386762664,39.503530536665046,residential,Lomark,48523474,NA
-165.57608353653984,39.50109413361185,residential,Lomark,4006880737,NA
-165.57493456629084,39.501328058764166,residential,Lomark,48477480,NA
-165.57554260635004,39.50288041503976,residential,Lomark,48495435,NA
-165.57520211138387,39.50041426045863,residential,Lomark,48567366,NA
-165.57406211023465,39.50064012054748,residential,Lomark,48477492,NA
-165.5746616448493,39.502212744960936,residential,Lomark,48555466,NA
-165.57431830014085,39.49975285448142,residential,Lomark,48567372,NA
-165.57316760976113,39.499962600279964,residential,Lomark,48477496,NA
-165.57377422713074,39.501535292384865,residential,Lomark,48555467,NA
-165.57345258286873,39.499093588181104,residential,Lomark,48512860,NA
-165.57290220101288,39.50086869884323,residential,Lomark,48512862,NA
-165.57229063127306,39.4993008289815,residential,Lomark,48477500,NA
-165.57227543570517,39.499350709485874,residential,Lomark,6119806087,NA
-165.5718984128639,39.49906308676916,residential,Lomark,48477504,NA
-165.5686141717603,39.5235200143134,tourism,Lomark,3348139994,NA
-165.57490501528866,39.510661474927,residential,Lomark,48477558,NA
-165.5754362831083,39.510493657783066,residential,Lomark,48477585,NA
-165.57568534339936,39.5112170428613,residential,Lomark,48503230,NA
-165.57493629579665,39.50905385435613,residential,Lomark,48503214,NA
-165.6094400498166,39.53461490937057,commercial,Lomark,48478761,NA
-165.6072170783678,39.53530320987745,residential,Lomark,48491339,NA
-165.60879357635378,39.5334843844872,residential,Lomark,48493347,NA
-165.61002290326832,39.535541641162304,commercial,Lomark,48526856,NA
-165.57527941041843,39.5323989463139,commercial,Lomark,2303894270,NA
-165.57828607378482,39.53194084002573,commercial,Lomark,2128118373,NA
-165.57422043866,39.53303355342451,commercial,Lomark,48501917,NA
-165.59037228526603,39.527533572382175,commercial,Lomark,48480042,NA
-165.59039323637595,39.52882086076904,commercial,Lomark,2141720803,NA
-165.57184120576366,39.53854080116498,residential,Lomark,48480093,NA
-165.57070235681675,39.53517845692679,residential,Lomark,48487570,NA
-165.5718354649646,39.53990065780935,residential,Lomark,48591941,NA
-165.57173102974824,39.541138170708514,residential,Lomark,9839116624,NA
-165.5705738961979,39.540547156608206,residential,Lomark,48520140,NA
-165.59207832387725,39.52634651793651,commercial,Lomark,48480161,NA
-165.59152397916156,39.52670236472404,commercial,Lomark,48480195,NA
-165.5907209494859,39.52588427652581,commercial,Lomark,2514060799,NA
-165.5945693567307,39.52607491340195,residential,Lomark,2132566510,NA
-165.60124571679037,39.52084910823496,residential,Lomark,48480251,NA
